;Unnamed: 0;Sentiment;Instagram Comment Text;step01;tokens;final_tokens;step02;finalText_str;ProcessedText
98;98;0;Itu pacarnya anggel pietrs kali.... dan cowok itu juga masih bocah....  <USERNAME> yaelah jes.. terxta kelakuan mu sama aja sprti ayuting2 Hidupmu penuh dengan drama MURAHAN;itu pacarnya anggel pietrs kali dan cowok itu juga masih bocah username yaelah jes ter kelakuan mu sama aja sprti ayuting hidupmu penuh dengan drama murahan;['itu', 'pacarnya', 'anggel', 'pietrs', 'kali', 'dan', 'cowok', 'itu', 'juga', 'masih', 'bocah', 'username', 'yaelah', 'jes', 'ter', 'kelakuan', 'mu', 'sama', 'aja', 'sprti', 'ayuting', 'hidupmu', 'penuh', 'dengan', 'drama', 'murahan'];['itu', 'pacarnya', 'anggel', 'pietrs', 'kali', 'dan', 'cowok', 'itu', 'juga', 'masih', 'bocah', 'username', 'yaelah', 'jes', 'ter', 'kelakuan', 'mu', 'sama', 'aja', 'sprti', 'ayuting', 'hidupmu', 'penuh', 'dengan', 'drama', 'murahan'];itu pacarnya anggel pietrs kali dan cowok itu juga masih bocah username yaelah jes ter kelakuan mu sama aja sprti ayuting hidupmu penuh dengan drama murahan;itu pacarnya anggel pietrs kali dan cowok itu juga masih bocah username yaelah jes ter kelakuan mu sama aja sprti ayuting hidupmu penuh dengan drama murahan;pacar anggel pietrs kali cowok juga bocah username yaelah jes ter laku mu sama aja sprti ayuting hidup penuh drama murah
99;99;0;"japok gateeel emang,uda jelas dia ada main sama si mamad,sampe"" si jessica dimusuhin,deddy corbuzier aja jijik sama si japok semenjak nagita diundang di hitam putih berarti nagita cerita di belakang panggung,itu aja sih menurut gue";japok gateeel emang uda jelas dia ada main sama si mamad sampe si jessica dimusuhin deddy corbuzier aja jijik sama si japok semenjak nagita diundang di hitam putih berarti nagita cerita di belakang panggung itu aja sih menurut gue;['japok', 'gateeel', 'emang', 'uda', 'jelas', 'dia', 'ada', 'main', 'sama', 'si', 'mamad', 'sampe', 'si', 'jessica', 'dimusuhin', 'deddy', 'corbuzier', 'aja', 'jijik', 'sama', 'si', 'japok', 'semenjak', 'nagita', 'diundang', 'di', 'hitam', 'putih', 'berarti', 'nagita', 'cerita', 'di', 'belakang', 'panggung', 'itu', 'aja', 'sih', 'menurut', 'gue'];['japok', 'gateeel', 'emang', 'uda', 'jelas', 'dia', 'ada', 'main', 'sama', 'si', 'mamad', 'sampe', 'si', 'jessica', 'dimusuhin', 'deddy', 'corbuzier', 'aja', 'jijik', 'sama', 'si', 'japok', 'semenjak', 'nagita', 'diundang', 'di', 'hitam', 'putih', 'berarti', 'nagita', 'cerita', 'di', 'belakang', 'panggung', 'itu', 'aja', 'sih', 'menurut', 'gue'];japok gateeel emang uda jelas dia ada main sama si mamad sampe si jessica dimusuhin deddy corbuzier aja jijik sama si japok semenjak nagita diundang di hitam putih berarti nagita cerita di belakang panggung itu aja sih menurut gue;japok gateeel emang uda jelas dia ada main sama si mamad sampe si jessica dimusuhin deddy corbuzier aja jijik sama si japok semenjak nagita diundang di hitam putih berarti nagita cerita di belakang panggung itu aja sih menurut gue;japok gateeel emang uda jelas ada main sama si mamad sampe si jessica dimusuhin deddy corbuzier aja jijik sama si japok semenjak nagita undang hitam putih arti nagita cerita belakang panggung aja turut gue
100;100;0; <USERNAME> lebih memalukan anda buk ...ngomong pelakor emang ibuk udah pernah jadi pelakor ya kok bisa tau ayu pelakor wkwkwkwkwk. ..awas ibu nanti malah justru rumah tangga ibu yg dimasukin pelakor atau anaknya nanti jadi pelakor ..;username lebih memalukan anda buk ngomong pelakor emang ibuk udah pernah jadi pelakor ya kok bisa tau ayu pelakor wkwkwkwkwk awas ibu nanti malah justru rumah tangga ibu yg dimasukin pelakor atau anaknya nanti jadi pelakor;['username', 'lebih', 'memalukan', 'anda', 'buk', 'ngomong', 'pelakor', 'emang', 'ibuk', 'udah', 'pernah', 'jadi', 'pelakor', 'ya', 'kok', 'bisa', 'tau', 'ayu', 'pelakor', 'wkwkwkwkwk', 'awas', 'ibu', 'nanti', 'malah', 'justru', 'rumah', 'tangga', 'ibu', 'yg', 'dimasukin', 'pelakor', 'atau', 'anaknya', 'nanti', 'jadi', 'pelakor'];['username', 'lebih', 'memalukan', 'anda', 'buk', 'ngomong', 'pelakor', 'emang', 'ibuk', 'udah', 'pernah', 'jadi', 'pelakor', 'ya', 'kok', 'bisa', 'tau', 'ayu', 'pelakor', 'wkwkwkwkwk', 'awas', 'ibu', 'nanti', 'malah', 'justru', 'rumah', 'tangga', 'ibu', 'yg', 'dimasukin', 'pelakor', 'atau', 'anaknya', 'nanti', 'jadi', 'pelakor'];username lebih memalukan anda buk ngomong pelakor emang ibuk udah pernah jadi pelakor ya kok bisa tau ayu pelakor wkwkwkwkwk awas ibu nanti malah justru rumah tangga ibu yg dimasukin pelakor atau anaknya nanti jadi pelakor;username lebih memalukan anda buk ngomong pelakor emang ibuk udah pernah jadi pelakor ya kok bisa tau ayu pelakor wkwkwkwkwk awas ibu nanti malah justru rumah tangga ibu yg dimasukin pelakor atau anaknya nanti jadi pelakor;username lebih malu buk ngomong pelakor emang ibuk udah pernah jadi pelakor kok tau ayu pelakor wkwkwkwkwk awas ibu malah justru rumah tangga ibu dimasukin pelakor anak jadi pelakor
101;101;0;Wah itu Kerdus mulutnya busuk...jangan jangan sampah makanannya;wah itu kerdus mulutnya busuk jangan jangan sampah makanannya;['wah', 'itu', 'kerdus', 'mulutnya', 'busuk', 'jangan', 'jangan', 'sampah', 'makanannya'];['wah', 'itu', 'kerdus', 'mulutnya', 'busuk', 'jangan', 'jangan', 'sampah', 'makanannya'];wah itu kerdus mulutnya busuk jangan jangan sampah makanannya;wah itu kerdus mulutnya busuk jangan jangan sampah makanannya;wah kerdus mulut busuk jangan jangan sampah makan
102;102;0; <USERNAME> TAI loe di gedein bagus buat pupuk jngan bacot loe goblok !!! nih cewek knpa bawa2 suku ?;username tai loe di gedein bagus buat pupuk jngan bacot loe goblok nih cewek knpa bawa suku;['username', 'tai', 'loe', 'di', 'gedein', 'bagus', 'buat', 'pupuk', 'jngan', 'bacot', 'loe', 'goblok', 'nih', 'cewek', 'knpa', 'bawa', 'suku'];['username', 'tai', 'loe', 'di', 'gedein', 'bagus', 'buat', 'pupuk', 'jngan', 'bacot', 'loe', 'goblok', 'nih', 'cewek', 'knpa', 'bawa', 'suku'];username tai loe di gedein bagus buat pupuk jngan bacot loe goblok nih cewek knpa bawa suku;username tai loe di gedein bagus buat pupuk jngan bacot loe goblok nih cewek knpa bawa suku;username tai loe gedein bagus buat pupuk jngan bacot loe goblok nih cewek knpa bawa suku
103;103;0;LAH ELO ARTIS APAAN? PAPAN BLENYEK AJA BELAGU AMAT ARTIS APAAN KGA POPULER SAMA SEKALU HAHAHA;lah elo is apaan papan blenyek aja belagu amat is apaan kga populer sama sekalu hahaha;['lah', 'elo', 'is', 'apaan', 'papan', 'blenyek', 'aja', 'belagu', 'amat', 'is', 'apaan', 'kga', 'populer', 'sama', 'sekalu', 'hahaha'];['lah', 'elo', 'is', 'apaan', 'papan', 'blenyek', 'aja', 'belagu', 'amat', 'is', 'apaan', 'kga', 'populer', 'sama', 'sekalu', 'hahaha'];lah elo is apaan papan blenyek aja belagu amat is apaan kga populer sama sekalu hahaha;lah elo is apaan papan blenyek aja belagu amat is apaan kga populer sama sekalu hahaha;elo is apa papan blenyek aja belagu is apa kga populer sama sekalu hahaha
104;104;0;ANANG MUKA NYA KAYA BABIII GITU AJA DI DEMENIN JIJIKK;anang muka nya kaya babiii gitu aja di demenin jijikk;['anang', 'muka', 'nya', 'kaya', 'babiii', 'gitu', 'aja', 'di', 'demenin', 'jijikk'];['anang', 'muka', 'nya', 'kaya', 'babiii', 'gitu', 'aja', 'di', 'demenin', 'jijikk'];anang muka nya kaya babiii gitu aja di demenin jijikk;anang muka nya kaya babiii gitu aja di demenin jijikk;anang muka kaya babiii gitu aja demenin jijikk
105;105;0;Kalau ga suka sama ayu ting ting ga usah separah itu dong ngejudge nya. Punya HATI dan OTAK kan? Dia juga manusia punya kekurangan dan juga punya kelebihan dan dia juga punya perasaan. Jadi jangan seenak nya menjudge orang seperti itu, kaya udah SEMPURNA AJA LO!  <USERNAME>;kalau ga suka sama ayu ting ting ga usah separah itu dong ngejudge nya punya hati dan otak kan dia juga manusia punya kekurangan dan juga punya kelebihan dan dia juga punya perasaan jadi jangan seenak nya menjudge orang seperti itu kaya udah sempurna aja lo username;['kalau', 'ga', 'suka', 'sama', 'ayu', 'ting', 'ting', 'ga', 'usah', 'separah', 'itu', 'dong', 'ngejudge', 'nya', 'punya', 'hati', 'dan', 'otak', 'kan', 'dia', 'juga', 'manusia', 'punya', 'kekurangan', 'dan', 'juga', 'punya', 'kelebihan', 'dan', 'dia', 'juga', 'punya', 'perasaan', 'jadi', 'jangan', 'seenak', 'nya', 'menjudge', 'orang', 'seperti', 'itu', 'kaya', 'udah', 'sempurna', 'aja', 'lo', 'username'];['kalau', 'ga', 'suka', 'sama', 'ayu', 'ting', 'ting', 'ga', 'usah', 'separah', 'itu', 'dong', 'ngejudge', 'nya', 'punya', 'hati', 'dan', 'otak', 'kan', 'dia', 'juga', 'manusia', 'punya', 'kekurangan', 'dan', 'juga', 'punya', 'kelebihan', 'dan', 'dia', 'juga', 'punya', 'perasaan', 'jadi', 'jangan', 'seenak', 'nya', 'menjudge', 'orang', 'seperti', 'itu', 'kaya', 'udah', 'sempurna', 'aja', 'lo', 'username'];kalau ga suka sama ayu ting ting ga usah separah itu dong ngejudge nya punya hati dan otak kan dia juga manusia punya kekurangan dan juga punya kelebihan dan dia juga punya perasaan jadi jangan seenak nya menjudge orang seperti itu kaya udah sempurna aja lo username;kalau ga suka sama ayu ting ting ga usah separah itu dong ngejudge nya punya hati dan otak kan dia juga manusia punya kekurangan dan juga punya kelebihan dan dia juga punya perasaan jadi jangan seenak nya menjudge orang seperti itu kaya udah sempurna aja lo username;kalau ga suka sama ayu ting ting ga usah parah dong ngejudge punya hati otak kan manusia punya kurang juga punya lebih dia juga punya asa jadi jangan enak menjudge orang itu kaya udah sempurna aja lo username
106;106;0;Ga pantes dipanggil ustad..org munafik ceramah sana sini org kelakuan sndr aja menzolimi istri sah nya dgn poligami diam2.kacian istri pertamanya,ga tw malu istri keduanya.. hadeh klo ada yg msh manggil dia bwt ceramah namanya bodo..;ga pantes dipanggil ustad org munafik ceramah sana sini org kelakuan sndr aja menzolimi istri sah nya dgn poligami diam kacian istri pertamanya ga tw malu istri keduanya hadeh klo ada yg msh manggil dia bwt ceramah namanya bodo;['ga', 'pantes', 'dipanggil', 'ustad', 'org', 'munafik', 'ceramah', 'sana', 'sini', 'org', 'kelakuan', 'sndr', 'aja', 'menzolimi', 'istri', 'sah', 'nya', 'dgn', 'poligami', 'diam', 'kacian', 'istri', 'pertamanya', 'ga', 'tw', 'malu', 'istri', 'keduanya', 'hadeh', 'klo', 'ada', 'yg', 'msh', 'manggil', 'dia', 'bwt', 'ceramah', 'namanya', 'bodo'];['ga', 'pantes', 'dipanggil', 'ustad', 'org', 'munafik', 'ceramah', 'sana', 'sini', 'org', 'kelakuan', 'sndr', 'aja', 'menzolimi', 'istri', 'sah', 'nya', 'dgn', 'poligami', 'diam', 'kacian', 'istri', 'pertamanya', 'ga', 'tw', 'malu', 'istri', 'keduanya', 'hadeh', 'klo', 'ada', 'yg', 'msh', 'manggil', 'dia', 'bwt', 'ceramah', 'namanya', 'bodo'];ga pantes dipanggil ustad org munafik ceramah sana sini org kelakuan sndr aja menzolimi istri sah nya dgn poligami diam kacian istri pertamanya ga tw malu istri keduanya hadeh klo ada yg msh manggil dia bwt ceramah namanya bodo;ga pantes dipanggil ustad org munafik ceramah sana sini org kelakuan sndr aja menzolimi istri sah nya dgn poligami diam kacian istri pertamanya ga tw malu istri keduanya hadeh klo ada yg msh manggil dia bwt ceramah namanya bodo;ga pantes panggil ustad org munafik ceramah sana sini org laku sndr aja menzolimi istri sah dgn poligami diam kaci istri pertama ga tw malu istri dua hadeh klo yg msh manggil bwt ceramah nama bodo
107;107;0;Biadab!! Klo nanti anak lo di bully.. Gue mampusin ya!!!;biadab klo nanti anak lo di bully gue mampusin ya;['biadab', 'klo', 'nanti', 'anak', 'lo', 'di', 'bully', 'gue', 'mampusin', 'ya'];['biadab', 'klo', 'nanti', 'anak', 'lo', 'di', 'bully', 'gue', 'mampusin', 'ya'];biadab klo nanti anak lo di bully gue mampusin ya;biadab klo nanti anak lo di bully gue mampusin ya;biadab klo anak lo bully gue mampusin
108;108;0;Dasar ANJING tuh cowok bukan org, berani sama cowok biasa one by one jangan sama yg lemah, dasar yah cowok2 jaman skrg, casing doank cowok, nyali nya lebih2 dari banci;dasar anjing tuh cowok bukan org berani sama cowok biasa one by one jangan sama yg lemah dasar yah cowok jaman skrg casing doank cowok nyali nya lebih dari banci;['dasar', 'anjing', 'tuh', 'cowok', 'bukan', 'org', 'berani', 'sama', 'cowok', 'biasa', 'one', 'by', 'one', 'jangan', 'sama', 'yg', 'lemah', 'dasar', 'yah', 'cowok', 'jaman', 'skrg', 'casing', 'doank', 'cowok', 'nyali', 'nya', 'lebih', 'dari', 'banci'];['dasar', 'anjing', 'tuh', 'cowok', 'bukan', 'org', 'berani', 'sama', 'cowok', 'biasa', 'one', 'by', 'one', 'jangan', 'sama', 'yg', 'lemah', 'dasar', 'yah', 'cowok', 'jaman', 'skrg', 'casing', 'doank', 'cowok', 'nyali', 'nya', 'lebih', 'dari', 'banci'];dasar anjing tuh cowok bukan org berani sama cowok biasa one by one jangan sama yg lemah dasar yah cowok jaman skrg casing doank cowok nyali nya lebih dari banci;dasar anjing tuh cowok bukan org berani sama cowok biasa one by one jangan sama yg lemah dasar yah cowok jaman skrg casing doank cowok nyali nya lebih dari banci;dasar anjing tuh cowok bukan org berani sama cowok biasa one by one jangan sama lemah dasar yah cowok jaman skrg casing doank cowok nyali lebih banci
109;109;0;" <USERNAME> iya kasian si micin?? padahal perusahan produk micin mengiklan kan kalo masak ""tambahkan micin biar tambah sedap"" netizen menyudutkan mecin seolah semua kebodohan orang yg punya gangguan jiwa ngemil micin??#justiceformicin";username iya kasian si micin padahal perusahan produk micin mengiklan kan kalo masak tambahkan micin biar tambah sedap netizen menyudutkan mecin seolah semua kebodohan orang yg punya gangguan jiwa ngemil micin;['username', 'iya', 'kasian', 'si', 'micin', 'padahal', 'perusahan', 'produk', 'micin', 'mengiklan', 'kan', 'kalo', 'masak', 'tambahkan', 'micin', 'biar', 'tambah', 'sedap', 'netizen', 'menyudutkan', 'mecin', 'seolah', 'semua', 'kebodohan', 'orang', 'yg', 'punya', 'gangguan', 'jiwa', 'ngemil', 'micin'];['username', 'iya', 'kasian', 'si', 'micin', 'padahal', 'perusahan', 'produk', 'micin', 'mengiklan', 'kan', 'kalo', 'masak', 'tambahkan', 'micin', 'biar', 'tambah', 'sedap', 'netizen', 'menyudutkan', 'mecin', 'seolah', 'semua', 'kebodohan', 'orang', 'yg', 'punya', 'gangguan', 'jiwa', 'ngemil', 'micin'];username iya kasian si micin padahal perusahan produk micin mengiklan kan kalo masak tambahkan micin biar tambah sedap netizen menyudutkan mecin seolah semua kebodohan orang yg punya gangguan jiwa ngemil micin;username iya kasian si micin padahal perusahan produk micin mengiklan kan kalo masak tambahkan micin biar tambah sedap netizen menyudutkan mecin seolah semua kebodohan orang yg punya gangguan jiwa ngemil micin;username iya kasi si micin padahal usah produk micin iklan kan kalo masak tambah micin biar tambah sedap netizen sudut mecin semua bodoh orang punya ganggu jiwa ngemil micin
110;110;0;Wahh jngn2 ini Vidio lama...kok bajunya norak bngtt seorang ayuu...terlihat murahaan;wahh jngn ini vidio lama kok bajunya norak bngtt seorang ayuu terlihat murahaan;['wahh', 'jngn', 'ini', 'vidio', 'lama', 'kok', 'bajunya', 'norak', 'bngtt', 'seorang', 'ayuu', 'terlihat', 'murahaan'];['wahh', 'jngn', 'ini', 'vidio', 'lama', 'kok', 'bajunya', 'norak', 'bngtt', 'seorang', 'ayuu', 'terlihat', 'murahaan'];wahh jngn ini vidio lama kok bajunya norak bngtt seorang ayuu terlihat murahaan;wahh jngn ini vidio lama kok bajunya norak bngtt seorang ayuu terlihat murahaan;wahh jngn vidio lama kok baju norak bngtt orang ayuu lihat murahaan
111;111;0; <USERNAME> bego lo ya;username bego lo ya;['username', 'bego', 'lo', 'ya'];['username', 'bego', 'lo', 'ya'];username bego lo ya;username bego lo ya;username bego lo
112;112;0;Editan banget itu. Ya ampun si mommy lambe kehabisan gosib ya buat si pelakor ?????????;editan banget itu ya ampun si mommy lambe kehabisan gosib ya buat si pelakor;['editan', 'banget', 'itu', 'ya', 'ampun', 'si', 'mommy', 'lambe', 'kehabisan', 'gosib', 'ya', 'buat', 'si', 'pelakor'];['editan', 'banget', 'itu', 'ya', 'ampun', 'si', 'mommy', 'lambe', 'kehabisan', 'gosib', 'ya', 'buat', 'si', 'pelakor'];editan banget itu ya ampun si mommy lambe kehabisan gosib ya buat si pelakor;editan banget itu ya ampun si mommy lambe kehabisan gosib ya buat si pelakor;edit banget ampun si mommy lambe habis gosib ya buat si pelakor
113;113;0;yah admin nya termasuk golongan pengonsumsi mecin dan pil pcc.. otak lu rusak min?;yah admin nya termasuk golongan pengonsumsi mecin dan pil pcc otak lu rusak min;['yah', 'admin', 'nya', 'termasuk', 'golongan', 'pengonsumsi', 'mecin', 'dan', 'pil', 'pcc', 'otak', 'lu', 'rusak', 'min'];['yah', 'admin', 'nya', 'termasuk', 'golongan', 'pengonsumsi', 'mecin', 'dan', 'pil', 'pcc', 'otak', 'lu', 'rusak', 'min'];yah admin nya termasuk golongan pengonsumsi mecin dan pil pcc otak lu rusak min;yah admin nya termasuk golongan pengonsumsi mecin dan pil pcc otak lu rusak min;yah admin masuk golong konsumsi mecin pil pcc otak lu rusak min
114;114;0;cuma org govlok yg prcya ayu slgkuh sma rafi.buktinya rafi sma gigi skrg baek2 aja..dan ktamu ayu itu pelakor?? SUAMI Siapa yg d rebut woyy?? skrg ayu punya suami?? fikir pke otak mkanya jgn kbanyakan micin kan jdi govlok;cuma org govlok yg prcya ayu slgkuh sma rafi buktinya rafi sma gigi skrg baek aja dan ktamu ayu itu pelakor suami siapa yg rebut woyy skrg ayu punya suami fikir pke otak mkanya jgn kbanyakan micin kan jdi govlok;['cuma', 'org', 'govlok', 'yg', 'prcya', 'ayu', 'slgkuh', 'sma', 'rafi', 'buktinya', 'rafi', 'sma', 'gigi', 'skrg', 'baek', 'aja', 'dan', 'ktamu', 'ayu', 'itu', 'pelakor', 'suami', 'siapa', 'yg', 'rebut', 'woyy', 'skrg', 'ayu', 'punya', 'suami', 'fikir', 'pke', 'otak', 'mkanya', 'jgn', 'kbanyakan', 'micin', 'kan', 'jdi', 'govlok'];['cuma', 'org', 'govlok', 'yg', 'prcya', 'ayu', 'slgkuh', 'sma', 'rafi', 'buktinya', 'rafi', 'sma', 'gigi', 'skrg', 'baek', 'aja', 'dan', 'ktamu', 'ayu', 'itu', 'pelakor', 'suami', 'siapa', 'yg', 'rebut', 'woyy', 'skrg', 'ayu', 'punya', 'suami', 'fikir', 'pke', 'otak', 'mkanya', 'jgn', 'kbanyakan', 'micin', 'kan', 'jdi', 'govlok'];cuma org govlok yg prcya ayu slgkuh sma rafi buktinya rafi sma gigi skrg baek aja dan ktamu ayu itu pelakor suami siapa yg rebut woyy skrg ayu punya suami fikir pke otak mkanya jgn kbanyakan micin kan jdi govlok;cuma org govlok yg prcya ayu slgkuh sma rafi buktinya rafi sma gigi skrg baek aja dan ktamu ayu itu pelakor suami siapa yg rebut woyy skrg ayu punya suami fikir pke otak mkanya jgn kbanyakan micin kan jdi govlok;cuma org govlok prcya ayu slgkuh sma rafi bukti rafi sma gigi skrg baek aja ktamu ayu pelakor suami siapa rebut woyy skrg ayu punya suami fikir pke otak mkanya jgn kbanyakan micin kan jdi govlok
115;115;0; <USERNAME> hoy barisan sakit hati ?? jijikk banget.. fans billy mah ALHAMDULILLAH bgt billy putus sama manusiaa buluk ituu... itu yg ditunggu lama2 akhiry putus juga.. dan sekarang kobil jg jijik sama ni orang :v;username hoy barisan sakit hati jijikk banget fans billy mah alhamdulillah bgt billy putus sama manusiaa buluk ituu itu yg ditunggu lama akhiry putus juga dan sekarang kobil jg jijik sama ni orang;['username', 'hoy', 'barisan', 'sakit', 'hati', 'jijikk', 'banget', 'fans', 'billy', 'mah', 'alhamdulillah', 'bgt', 'billy', 'putus', 'sama', 'manusiaa', 'buluk', 'ituu', 'itu', 'yg', 'ditunggu', 'lama', 'akhiry', 'putus', 'juga', 'dan', 'sekarang', 'kobil', 'jg', 'jijik', 'sama', 'ni', 'orang'];['username', 'hoy', 'barisan', 'sakit', 'hati', 'jijikk', 'banget', 'fans', 'billy', 'mah', 'alhamdulillah', 'bgt', 'billy', 'putus', 'sama', 'manusiaa', 'buluk', 'ituu', 'itu', 'yg', 'ditunggu', 'lama', 'akhiry', 'putus', 'juga', 'dan', 'sekarang', 'kobil', 'jg', 'jijik', 'sama', 'ni', 'orang'];username hoy barisan sakit hati jijikk banget fans billy mah alhamdulillah bgt billy putus sama manusiaa buluk ituu itu yg ditunggu lama akhiry putus juga dan sekarang kobil jg jijik sama ni orang;username hoy barisan sakit hati jijikk banget fans billy mah alhamdulillah bgt billy putus sama manusiaa buluk ituu itu yg ditunggu lama akhiry putus juga dan sekarang kobil jg jijik sama ni orang;username hoy baris sakit hati jijikk banget fans billy alhamdulillah bgt billy putus sama manusiaa buluk ituu yg tunggu lama akhiry putus dan sekarang kobil jg jijik sama ni orang
116;116;0;MBA  <USERNAME> KALAU KAMU GAK NGERASA CINLOK SAMA BABANG ANTHONY TERUS KALIAN AWALNYA KETEMU DIMANA SIH? DI SINET BOY KAN? ALAH NGAKU AJAAA. BERARTI KAN MBA DUMANG CINLOK, JANGAN SOK2 BILANG GAK CINLOK ITU NAMANYA PEMBODOHAN . WAJAR DONG NETIZEN BILANG RATU CINLOK KENYATAAN EMANG YA KAN? JANGAN MARAH .... RESIKO JADI ARTIS HAHAHHAA PINTER2 YA MBA KALAU MAU CARI ALASAN HAHAHAHAHA;mba username kalau kamu gak ngerasa cinlok sama babang anthony terus kalian awalnya ketemu dimana sih di sinet boy kan alah ngaku ajaaa bera kan mba dumang cinlok jangan sok bilang gak cinlok itu namanya pembodohan wajar dong netizen bilang ratu cinlok kenyataan emang ya kan jangan marah resiko jadi is hahahhaa pinter ya mba kalau mau cari alasan hahahahaha;['mba', 'username', 'kalau', 'kamu', 'gak', 'ngerasa', 'cinlok', 'sama', 'babang', 'anthony', 'terus', 'kalian', 'awalnya', 'ketemu', 'dimana', 'sih', 'di', 'sinet', 'boy', 'kan', 'alah', 'ngaku', 'ajaaa', 'bera', 'kan', 'mba', 'dumang', 'cinlok', 'jangan', 'sok', 'bilang', 'gak', 'cinlok', 'itu', 'namanya', 'pembodohan', 'wajar', 'dong', 'netizen', 'bilang', 'ratu', 'cinlok', 'kenyataan', 'emang', 'ya', 'kan', 'jangan', 'marah', 'resiko', 'jadi', 'is', 'hahahhaa', 'pinter', 'ya', 'mba', 'kalau', 'mau', 'cari', 'alasan', 'hahahahaha'];['mba', 'username', 'kalau', 'kamu', 'gak', 'ngerasa', 'cinlok', 'sama', 'babang', 'anthony', 'terus', 'kalian', 'awalnya', 'ketemu', 'dimana', 'sih', 'di', 'sinet', 'boy', 'kan', 'alah', 'ngaku', 'ajaaa', 'bera', 'kan', 'mba', 'dumang', 'cinlok', 'jangan', 'sok', 'bilang', 'gak', 'cinlok', 'itu', 'namanya', 'pembodohan', 'wajar', 'dong', 'netizen', 'bilang', 'ratu', 'cinlok', 'kenyataan', 'emang', 'ya', 'kan', 'jangan', 'marah', 'resiko', 'jadi', 'is', 'hahahhaa', 'pinter', 'ya', 'mba', 'kalau', 'mau', 'cari', 'alasan', 'hahahahaha'];mba username kalau kamu gak ngerasa cinlok sama babang anthony terus kalian awalnya ketemu dimana sih di sinet boy kan alah ngaku ajaaa bera kan mba dumang cinlok jangan sok bilang gak cinlok itu namanya pembodohan wajar dong netizen bilang ratu cinlok kenyataan emang ya kan jangan marah resiko jadi is hahahhaa pinter ya mba kalau mau cari alasan hahahahaha;mba username kalau kamu gak ngerasa cinlok sama babang anthony terus kalian awalnya ketemu dimana sih di sinet boy kan alah ngaku ajaaa bera kan mba dumang cinlok jangan sok bilang gak cinlok itu namanya pembodohan wajar dong netizen bilang ratu cinlok kenyataan emang ya kan jangan marah resiko jadi is hahahhaa pinter ya mba kalau mau cari alasan hahahahaha;mba username kalau kamu gak ngerasa cinlok sama babang anthony terus kalian awal ketemu sih set boy kan alah ngaku ajaaa bera kan mba dumang cinlok jangan sok bilang gak cinlok nama bodoh wajar dong netizen bilang ratu cinlok nyata emang kan jangan marah resiko jadi is hahahhaa pinter mba kalau mau cari alas hahahahaha
117;117;0; <USERNAME> Noh urus tu kuin lu, biar ga gatel nempel2 ama laki orng, masyarakat udh tau kali japok gundik janda gatel,udh kenyataan nya begtu KATANYA ANAK SHOLEHAH AGAMA NYA KUAT TAPI MATA KULIAH AGAMA CMA DPT 1,KATANYA AGAMA NYA KUAT TPI HAMIL DI LUAR;username noh urus tu kuin lu biar ga gatel nempel ama laki orng masyarakat udh tau kali japok gundik janda gatel udh kenyataan nya begtu katanya anak sholehah agama nya kuat tapi mata kuliah agama cma dpt   katanya agama nya kuat tpi hamil di luar;['username', 'noh', 'urus', 'tu', 'kuin', 'lu', 'biar', 'ga', 'gatel', 'nempel', 'ama', 'laki', 'orng', 'masyarakat', 'udh', 'tau', 'kali', 'japok', 'gundik', 'janda', 'gatel', 'udh', 'kenyataan', 'nya', 'begtu', 'katanya', 'anak', 'sholehah', 'agama', 'nya', 'kuat', 'tapi', 'mata', 'kuliah', 'agama', 'cma', 'dpt', 'katanya', 'agama', 'nya', 'kuat', 'tpi', 'hamil', 'di', 'luar'];['username', 'noh', 'urus', 'tu', 'kuin', 'lu', 'biar', 'ga', 'gatel', 'nempel', 'ama', 'laki', 'orng', 'masyarakat', 'udh', 'tau', 'kali', 'japok', 'gundik', 'janda', 'gatel', 'udh', 'kenyataan', 'nya', 'begtu', 'katanya', 'anak', 'sholehah', 'agama', 'nya', 'kuat', 'tapi', 'mata', 'kuliah', 'agama', 'cma', 'dpt', 'katanya', 'agama', 'nya', 'kuat', 'tpi', 'hamil', 'di', 'luar'];username noh urus tu kuin lu biar ga gatel nempel ama laki orng masyarakat udh tau kali japok gundik janda gatel udh kenyataan nya begtu katanya anak sholehah agama nya kuat tapi mata kuliah agama cma dpt katanya agama nya kuat tpi hamil di luar;username noh urus tu kuin lu biar ga gatel nempel ama laki orng masyarakat udh tau kali japok gundik janda gatel udh kenyataan nya begtu katanya anak sholehah agama nya kuat tapi mata kuliah agama cma dpt katanya agama nya kuat tpi hamil di luar;username noh urus tu kuin lu biar ga gatel nempel ama laki orng masyarakat udh tau kali japok gundik janda gatel udh nyata begtu kata anak sholehah agama kuat mata kuliah agama cma dpt kata agama kuat tpi hamil luar
